tweet_id	user_id	created_at	ANEW_Arousal	ANEW_Dominance	ANEW_Valence
043t0000044	043u0001	2020-04-10 14:07:08+00:00	3.6	3.99	3.796666666666667
043t0000045	043u0001	2020-04-10 13:49:35+00:00	4.014285714285714	4.292857142857143	4.231428571428572
043t0000046	043u0001	2020-04-10 12:38:13+00:00	4.1475	4.430000000000001	3.7775
043t0000047	043u0001	2020-04-10 12:29:40+00:00	4.035	4.226666666666667	3.9783333333333335
043t0000048	043u0001	2020-04-09 21:52:32+00:00	4.390000000000001	4.155	3.75
043t0000049	043u0001	2020-04-09 20:36:23+00:00	4.109999999999999	4.625	4.875
043t0000050	043u0001	2020-04-08 11:04:03+00:00	4.35	5.03	5.555
043t0000051	043u0001	2020-04-07 11:51:40+00:00	3.8333333333333335	4.266666666666667	4.44
043t0000052	043u0001	2020-04-06 22:09:15+00:00	5.39	5.47	5.17
043t0000053	043u0001	2020-04-06 21:28:50+00:00	4.11	4.28	4.45
043t0000054	043u0001	2020-04-06 10:22:57+00:00	4.0200000000000005	4.15	4.529999999999999
043t0000055	043u0001	2020-04-04 20:24:54+00:00			
043t0000056	043u0001	2020-04-04 20:06:52+00:00	3.766666666666667	4.39	4.59
043t0000057	043u0001	2020-04-04 16:21:24+00:00	3.9625	4.3825	3.955
043t0000058	043u0001	2020-04-04 16:09:32+00:00	2.815	3.29	2.85
043t0000059	043u0001	2020-04-04 13:55:48+00:00	3.8	4.36	4.48
043t0000060	043u0001	2020-04-04 11:35:40+00:00	3.78	4.3	5.56
043t0000061	043u0001	2020-04-03 19:48:10+00:00	4.086666666666666	4.106666666666667	4.418888888888889
043t0000062	043u0001	2020-04-03 12:23:54+00:00	3.9133333333333336	3.858333333333333	4.35
043t0000063	043u0001	2020-04-01 20:25:38+00:00	4.41	3.955	3.835
043t0000064	043u0001	2020-04-01 20:23:39+00:00	3.5666666666666664	4.133333333333334	4.15
043t0000065	043u0001	2020-03-30 10:59:10+00:00	3.74	4.16	3.5175
043t0000066	043u0001	2020-03-29 16:43:51+00:00	4.446666666666666	4.283333333333333	3.766666666666667
043t0000067	043u0001	2020-03-29 14:24:27+00:00	4.613333333333333	3.96	4.923333333333333
043t0000068	043u0001	2020-03-29 13:00:30+00:00			
043t0000069	043u0001	2020-03-28 22:21:14+00:00	3.993333333333334	4.298333333333333	4.323333333333333
043t0000070	043u0001	2020-03-28 12:51:57+00:00			
043t0000071	043u0001	2020-03-28 12:50:10+00:00	3.72	3.87	4.015
043t0000072	043u0001	2020-03-28 12:48:53+00:00			
043t0000073	043u0001	2020-03-28 12:47:43+00:00	3.5	3.5	3.61
043t0000074	043u0001	2020-03-28 12:26:54+00:00	3.886	4.276	3.994
043t0000075	043u0001	2020-03-27 17:51:27+00:00	3.36	4.03	3.89
043t0000076	043u0001	2020-03-27 17:46:16+00:00	2.55	2.7	2.78
043t0000077	043u0001	2020-03-27 10:02:47+00:00	3.942	4.288	3.686
043t0000078	043u0001	2020-03-26 23:05:22+00:00	4.066	4.356	3.408
043t0000079	043u0001	2020-03-26 22:46:53+00:00	4.3075	4.36	4.0025
043t0000080	043u0001	2020-03-26 11:42:00+00:00	3.733333333333334	4.426666666666667	4.446666666666666
043t0000081	043u0001	2020-03-26 10:41:20+00:00	4.88	5.25	5.41
043t0000082	043u0001	2020-03-26 10:26:14+00:00	4.201666666666666	4.386666666666667	4.306666666666667
043t0000083	043u0001	2020-03-26 10:11:39+00:00	3.93	4.3025	4.9325
043t0000084	043u0001	2020-03-26 09:22:22+00:00			
043t0000085	043u0001	2020-03-26 09:21:55+00:00	4.64	4.17	4.8
043t0000086	043u0001	2020-03-25 21:32:17+00:00	3.728	4.215999999999999	4.366
043t0000087	043u0001	2020-03-25 21:27:01+00:00	4.1000000000000005	4.206666666666667	4.083333333333333
043t0000088	043u0001	2020-03-24 14:16:06+00:00	4.509	4.679	3.595
043t0000089	043u0001	2020-03-24 12:09:38+00:00	5.0	4.81	6.06
043t0000090	043u0001	2020-03-24 10:14:16+00:00			
043t0000091	043u0001	2020-03-21 16:34:24+00:00	3.4850000000000003	3.76	4.43
043t0000092	043u0001	2020-03-21 15:12:32+00:00	4.59	4.97	5.0
043t0000093	043u0001	2020-03-21 14:03:13+00:00			
043t0000094	043u0001	2020-03-21 13:37:32+00:00	4.027777777777777	4.319999999999999	4.297777777777777
043t0000095	043u0001	2020-03-21 12:34:02+00:00	4.2	4.78	6.13
043t0000096	043u0001	2020-03-21 12:30:39+00:00	3.11	3.59	3.4066666666666663
043t0000097	043u0001	2020-03-20 12:28:07+00:00	3.565	4.11	4.155
043t0000098	043u0001	2020-03-20 12:24:17+00:00	3.888	4.3740000000000006	4.256
043t0000099	043u0001	2020-03-19 22:35:12+00:00	3.0	3.53	4.05
043t0000100	043u0001	2020-03-19 22:22:21+00:00	4.81	4.41	5.33
043t0000101	043u0001	2020-03-19 18:03:26+00:00	4.33	4.23	3.22
043t0000102	043u0001	2020-03-19 17:59:46+00:00			
043t0000103	043u0001	2020-03-19 17:34:02+00:00			
043t0000104	043u0001	2020-03-19 17:04:20+00:00	5.390000000000001	4.895	4.35
043t0000105	043u0001	2020-03-19 14:35:11+00:00			
043t0000106	043u0001	2020-03-19 14:01:24+00:00	4.541	4.578	4.0550000000000015
043t0000107	043u0001	2020-03-19 09:41:31+00:00	4.153333333333333	4.756666666666667	4.526666666666666
043t0000108	043u0001	2020-03-18 13:27:39+00:00	3.84	4.276666666666667	4.6866666666666665
043t0000109	043u0001	2020-03-17 22:30:30+00:00	3.818333333333333	4.358333333333333	4.183333333333334
043t0000110	043u0001	2020-03-17 20:44:07+00:00	3.36	4.03	3.89
043t0000111	043u0001	2020-03-17 14:52:07+00:00	3.57	4.29	3.71
043t0000112	043u0001	2020-03-17 13:55:59+00:00			
043t0000113	043u0001	2020-03-17 13:09:00+00:00	4.0675	4.569999999999999	4.655
043t0000114	043u0001	2020-03-17 10:14:13+00:00	4.165	4.52	4.3825
043t0000115	043u0001	2020-03-16 19:56:37+00:00	3.97	4.02	3.84
043t0000116	043u0001	2020-03-16 18:32:50+00:00	3.914285714285715	4.260000000000001	4.181428571428572
043t0000117	043u0001	2020-03-16 17:49:03+00:00	4.8	4.11	4.63
043t0000118	043u0001	2020-03-16 15:01:02+00:00	4.34	4.19	4.61
043t0000119	043u0001	2020-03-16 13:38:35+00:00	5.34	4.8	6.36
043t0000120	043u0001	2020-03-15 22:31:21+00:00			
043t0000121	043u0001	2020-03-15 12:47:21+00:00	4.066666666666667	4.511666666666666	4.28
043t0000122	043u0001	2020-03-15 10:40:38+00:00			
043t0000123	043u0001	2020-03-14 21:41:10+00:00	3.42	3.64	4.28
043t0000124	043u0001	2020-03-14 21:27:00+00:00	4.027777777777778	4.302222222222223	4.474444444444445
043t0000125	043u0001	2020-03-14 19:04:05+00:00	4.262	3.794	3.65
043t0000126	043u0001	2020-03-14 19:02:05+00:00	4.172222222222223	4.273333333333333	4.19
043t0000127	043u0001	2020-03-14 16:43:47+00:00	4.109999999999999	3.9125	4.6450000000000005
043t0000128	043u0001	2020-03-14 15:53:02+00:00			
043t0000129	043u0001	2020-03-14 10:50:31+00:00	4.59	4.97	5.0
043t0000130	043u0001	2020-03-14 10:45:18+00:00	4.0675	3.875	4.1675
043t0000131	043u0001	2020-03-13 22:04:44+00:00			
043t0000132	043u0001	2020-03-13 21:51:30+00:00	3.5380000000000003	4.212000000000001	4.598
043t0000133	043u0001	2020-03-13 21:47:47+00:00	4.1025	4.395	4.6425
043t0000134	043u0001	2020-03-13 21:37:42+00:00	4.2	4.78	6.13
043t0000135	043u0001	2020-03-13 16:06:25+00:00	4.05	2.79	3.66
043t0000136	043u0001	2020-03-13 01:43:07+00:00	4.19	3.91	4.58
043t0000137	043u0001	2020-03-12 23:16:45+00:00	4.022222222222222	4.40888888888889	4.346666666666668
043t0000138	043u0001	2020-03-12 22:46:59+00:00	3.08	3.88	2.92
043t0000139	043u0001	2020-03-12 13:07:17+00:00	4.34	4.44	5.36
043t0000140	043u0001	2020-03-12 12:51:09+00:00	3.44	3.61	4.14
043t0000141	043u0001	2020-03-11 23:14:15+00:00			
043t0000142	043u0001	2020-03-11 17:55:32+00:00	4.53	5.11	4.77
043t0000143	043u0001	2020-03-11 17:18:04+00:00			
043t0000144	043u0001	2020-03-11 16:56:13+00:00			
043t0000145	043u0001	2020-03-11 12:35:08+00:00	3.4	4.074999999999999	4.85
043t0000146	043u0001	2020-03-11 12:00:11+00:00	3.9175	4.1225000000000005	4.415
043t0000147	043u0001	2020-03-11 11:56:50+00:00	3.655	4.5	4.905
043t0000148	043u0001	2020-03-11 10:24:49+00:00	3.5050000000000003	4.1475	3.655
043t0000149	043u0001	2020-03-11 10:18:39+00:00	3.76	4.396666666666667	2.7
043t0000150	043u0001	2020-03-11 10:13:06+00:00	4.86	4.53	3.06
043t0000151	043u0001	2020-03-11 10:09:52+00:00	4.736666666666667	4.033333333333332	4.133333333333333
043t0000152	043u0001	2020-03-10 20:02:18+00:00	4.13	4.74	5.315
043t0000153	043u0001	2020-03-10 10:50:33+00:00	4.043333333333334	4.383333333333334	4.476666666666667
043t0000154	043u0001	2020-03-09 20:43:09+00:00	3.08	3.88	2.92
043t0000155	043u0001	2020-03-09 17:32:18+00:00	3.69	4.13	4.81
043t0000156	043u0001	2020-03-08 22:28:01+00:00	3.8725	4.077500000000001	3.95
043t0000157	043u0001	2020-03-08 22:22:02+00:00	3.25	3.76	3.6
043t0000158	043u0001	2020-03-08 22:15:35+00:00	3.788	4.18	3.98
043t0000159	043u0001	2020-03-08 10:51:53+00:00	3.03	2.78	3.05
043t0000160	043u0001	2020-03-08 10:50:16+00:00	4.455	4.57	4.49
043t0000161	043u0001	2020-03-07 18:37:07+00:00	3.6	4.0775	4.1725
043t0000162	043u0001	2020-03-07 18:32:27+00:00	3.765	4.405	4.425000000000001
043t0000163	043u0001	2020-03-07 18:17:42+00:00	4.416666666666667	4.640000000000001	4.96
043t0000164	043u0001	2020-03-07 18:12:56+00:00			
043t0000165	043u0001	2020-03-07 17:38:47+00:00	3.69	4.239999999999999	4.747999999999999
043t0000166	043u0001	2020-03-07 17:31:51+00:00			
043t0000167	043u0001	2020-03-07 17:24:47+00:00	3.5	3.5	3.61
043t0000168	043u0001	2020-03-07 17:18:36+00:00	3.8	4.36	4.48
043t0000169	043u0001	2020-03-07 16:50:56+00:00			
043t0000170	043u0001	2020-03-07 11:58:54+00:00	4.326666666666667	4.653333333333333	4.153333333333333
043t0000171	043u0001	2020-03-07 11:55:25+00:00	4.58	4.45	4.11
043t0000172	043u0001	2020-03-07 11:52:38+00:00	4.335714285714285	4.555714285714286	4.074285714285714
043t0000173	043u0001	2020-03-06 22:17:24+00:00	4.22	4.26	3.39
043t0000174	043u0001	2020-03-06 22:14:22+00:00	2.81	3.28	3.16
043t0000175	043u0001	2020-03-06 22:09:20+00:00	4.44	4.015000000000001	4.0075
043t0000176	043u0001	2020-03-06 22:02:42+00:00	3.813333333333333	4.266666666666667	4.13
043t0000177	043u0001	2020-03-06 18:09:48+00:00	3.02	3.34	4.8
043t0000178	043u0001	2020-03-06 17:07:49+00:00	4.58	4.17	4.25
043t0000179	043u0001	2020-03-06 16:51:35+00:00	4.17	4.24	5.04
043t0000180	043u0001	2020-03-06 16:50:24+00:00	4.453333333333333	4.656666666666666	3.6266666666666665
043t0000181	043u0001	2020-03-06 16:42:29+00:00	4.256666666666667	4.331666666666667	4.2250000000000005
043t0000182	043u0001	2020-03-06 16:30:26+00:00	4.2	4.78	6.13
043t0000183	043u0001	2020-03-06 16:11:35+00:00			
043t0000184	043u0001	2020-03-06 16:02:44+00:00	4.74	4.825	4.5
043t0000185	043u0001	2020-03-06 12:51:46+00:00	4.305	4.29	5.33
043t0000186	043u0001	2020-03-06 12:00:18+00:00			
043t0000187	043u0001	2020-03-05 22:23:10+00:00	5.035	4.503333333333333	3.931666666666666
043t0000188	043u0001	2020-03-05 22:06:23+00:00	4.22	4.4675	4.26
043t0000189	043u0001	2020-03-05 16:58:09+00:00	4.364	4.5200000000000005	3.8819999999999992
043t0000190	043u0001	2020-03-05 16:56:10+00:00	3.7	4.69	5.2
043t0000191	043u0001	2020-03-05 11:49:19+00:00	3.95	4.19	3.0
043t0000192	043u0001	2020-03-04 21:28:55+00:00	5.89	5.38	2.59
043t0000193	043u0001	2020-03-04 18:51:12+00:00	3.8525	4.15	4.0075
043t0000194	043u0001	2020-03-04 13:25:31+00:00	3.77	4.673333333333333	4.573333333333333
043t0000195	043u0001	2020-03-04 13:18:44+00:00	4.256666666666667	4.68	3.1733333333333333
043t0000196	043u0001	2020-03-04 13:13:17+00:00	4.49	4.765000000000001	4.775
043t0000197	043u0001	2020-03-04 13:10:54+00:00	4.546666666666667	4.906666666666667	4.489999999999999
043t0000198	043u0001	2020-03-04 11:52:55+00:00	4.75	4.53	4.63
043t0000199	043u0001	2020-03-03 22:48:03+00:00	3.635	4.5	4.385
043t0000200	043u0001	2020-03-03 22:35:57+00:00	4.78	5.55	5.28
043t0000201	043u0001	2020-03-03 16:45:47+00:00	4.2425	4.59	4.539999999999999
043t0000202	043u0001	2020-03-02 21:17:32+00:00	3.773333333333333	4.243333333333333	3.796666666666667
043t0000203	043u0001	2020-03-02 19:11:06+00:00			
043t0000204	043u0001	2020-03-02 19:01:26+00:00			
043t0000205	043u0001	2020-03-02 18:30:53+00:00			
043t0000206	043u0001	2020-03-02 09:56:50+00:00	3.95	5.05	5.98
043t0000207	043u0001	2020-03-02 09:23:00+00:00	3.944	4.304	4.462
043t0000208	043u0001	2020-03-01 21:40:51+00:00			
043t0000209	043u0001	2020-03-01 17:41:36+00:00	3.88	4.41	4.38
043t0000210	043u0001	2020-03-01 17:16:33+00:00	3.19	3.648333333333333	3.471666666666667
043t0000211	043u0001	2020-03-01 16:51:38+00:00	3.855	4.173333333333334	4.245
043t0000212	043u0001	2020-03-01 16:46:26+00:00			
043t0000213	043u0001	2020-03-01 15:04:45+00:00	4.061428571428571	4.342857142857143	3.995714285714286
043t0000214	043u0001	2020-03-01 13:48:41+00:00	3.655	4.355	4.38
043t0000215	043u0001	2020-03-01 13:30:34+00:00	3.532	4.16	4.077999999999999
043t0000216	043u0001	2020-03-01 10:17:07+00:00	5.023333333333333	4.238333333333334	3.8333333333333335
043t0000217	043u0001	2020-02-29 22:22:35+00:00	2.9000000000000004	3.855	3.24
043t0000218	043u0001	2020-02-29 21:17:17+00:00	3.975	4.324999999999999	3.75
043t0000219	043u0001	2020-02-29 20:25:37+00:00	4.49	4.74	2.445
043t0000220	043u0001	2020-02-29 14:39:55+00:00			
043t0000221	043u0001	2020-02-29 14:38:38+00:00	3.33	3.58	4.03
043t0000222	043u0001	2020-02-29 09:48:23+00:00	4.516	4.538	4.098
043t0000223	043u0001	2020-02-29 09:37:08+00:00	4.05	4.11	4.56
043t0000224	043u0001	2020-02-29 09:35:26+00:00	3.09	3.28	4.22
043t0000225	043u0001	2020-02-28 17:01:35+00:00	3.915	4.484999999999999	4.835
043t0000226	043u0001	2020-02-28 16:52:06+00:00	3.9575	4.532500000000001	4.72
043t0000227	043u0001	2020-02-28 15:23:33+00:00	3.64	4.025	4.29
043t0000228	043u0001	2020-02-27 12:20:39+00:00	3.375	4.3075	4.2475
043t0000229	043u0001	2020-02-26 12:07:01+00:00	4.172	4.306	4.176
043t0000230	043u0001	2020-02-26 10:00:22+00:00			
043t0000231	043u0001	2020-02-26 09:38:05+00:00	4.65	4.385	3.42
043t0000232	043u0001	2020-02-25 16:39:04+00:00			
043t0000233	043u0001	2020-02-25 12:41:31+00:00	4.45	4.63	4.38
043t0000234	043u0001	2020-02-25 12:27:28+00:00			
043t0000235	043u0001	2020-02-25 12:21:01+00:00	3.09	4.01	4.96
043t0000236	043u0001	2020-02-25 12:08:40+00:00	3.87	4.151111111111111	4.082222222222223
043t0000237	043u0001	2020-02-25 11:36:26+00:00	3.08	3.88	2.92
043t0000238	043u0001	2020-02-25 11:30:14+00:00	3.125	3.75	3.41
043t0000239	043u0001	2020-02-25 11:12:42+00:00	3.5575	4.3275	3.7425
043t0000240	043u0001	2020-02-25 10:51:49+00:00			
043t0000241	043u0001	2020-02-25 10:19:32+00:00	3.98	5.11	5.25
043t0000242	043u0001	2020-02-25 10:18:41+00:00	3.675	4.495	4.25
043t0000243	043u0001	2020-02-25 09:32:43+00:00	3.0	3.5	4.05
043t0000244	043u0001	2020-02-24 20:02:59+00:00	3.775	3.89	4.845000000000001
043t0000245	043u0001	2020-02-24 16:24:40+00:00	2.84	3.47	2.5
043t0000246	043u0001	2020-02-24 15:56:46+00:00	4.112	4.296	4.256
043t0000247	043u0001	2020-02-24 14:45:25+00:00	4.064285714285715	4.298571428571428	4.668571428571428
043t0000248	043u0001	2020-02-24 12:13:21+00:00			
043t0000249	043u0001	2020-02-24 11:53:23+00:00	3.2980000000000005	3.67	4.006
043t0000250	043u0001	2020-02-24 10:25:31+00:00	4.01	4.148750000000001	4.1925
043t0000251	043u0001	2020-02-23 20:07:19+00:00	3.44	4.02	4.22
043t0000252	043u0001	2020-02-23 19:12:17+00:00			
043t0000253	043u0001	2020-02-23 16:43:21+00:00			
043t0000254	043u0001	2020-02-23 09:55:38+00:00	3.8	4.36	4.48
043t0000255	043u0001	2020-02-23 09:34:33+00:00	3.52	4.27	4.635
043t0000256	043u0001	2020-02-23 09:32:37+00:00	4.14	4.83	5.33
043t0000257	043u0001	2020-02-23 09:31:29+00:00	3.5866666666666664	4.216666666666666	3.926666666666667
043t0000258	043u0001	2020-02-22 14:09:13+00:00	3.8	4.36	4.48
043t0000259	043u0001	2020-02-22 09:50:00+00:00	4.17	4.2575	4.3525
043t0000260	043u0001	2020-02-22 09:43:55+00:00	4.315	4.605	4.44
043t0000261	043u0001	2020-02-21 23:19:33+00:00	4.69	4.86	3.56
043t0000262	043u0001	2020-02-21 20:20:46+00:00	3.55	3.8	4.13
043t0000263	043u0001	2020-02-21 20:19:55+00:00	3.56	2.92	2.59
043t0000264	043u0001	2020-02-21 20:04:35+00:00	5.170000000000001	4.776666666666667	3.3833333333333333
043t0000265	043u0001	2020-02-21 11:05:39+00:00	4.328888888888888	4.303333333333333	3.575555555555556
043t0000266	043u0001	2020-02-20 23:02:24+00:00	3.86	4.25	4.640000000000001
043t0000267	043u0001	2020-02-20 23:00:30+00:00	5.83	4.19	4.94
043t0000268	043u0001	2020-02-20 22:59:05+00:00	4.34	4.19	4.61
043t0000269	043u0001	2020-02-20 00:47:21+00:00			
043t0000270	043u0001	2020-02-20 00:29:05+00:00	3.21	4.0	4.17
043t0000271	043u0001	2020-02-19 21:47:47+00:00	4.506	3.914	4.064
043t0000272	043u0001	2020-02-19 17:35:24+00:00	3.55	4.16	4.48
043t0000273	043u0001	2020-02-18 22:59:29+00:00	3.4650000000000003	3.7675	3.72
043t0000274	043u0001	2020-02-18 22:56:30+00:00			
043t0000275	043u0001	2020-02-18 21:12:25+00:00	3.696	4.146	4.188000000000001
043t0000276	043u0001	2020-02-18 20:37:37+00:00	4.425	4.797499999999999	3.7675
043t0000277	043u0001	2020-02-18 20:27:42+00:00	4.22	4.16	4.59
043t0000278	043u0001	2020-02-18 19:10:16+00:00	3.6975	4.16	4.154999999999999
043t0000279	043u0001	2020-02-17 12:59:48+00:00	4.63	5.22	6.33
043t0000280	043u0001	2020-02-16 16:53:23+00:00	4.14	4.776666666666666	5.083333333333333
043t0000281	043u0001	2020-02-16 16:04:04+00:00	5.09	5.13	4.81
043t0000282	043u0001	2020-02-16 14:30:22+00:00	4.15	4.945	5.5
043t0000283	043u0001	2020-02-16 12:56:32+00:00	4.006666666666667	3.9466666666666654	3.58
043t0000284	043u0001	2020-02-16 10:12:29+00:00	3.08	3.88	2.92
043t0000285	043u0001	2020-02-16 09:48:21+00:00	3.396666666666667	4.153333333333333	4.526666666666666
043t0000286	043u0001	2020-02-16 00:35:16+00:00	4.25	4.02	4.56
043t0000287	043u0001	2020-02-15 22:37:50+00:00	3.758	3.9620000000000006	3.636
043t0000288	043u0001	2020-02-15 22:33:39+00:00			
043t0000289	043u0001	2020-02-15 22:31:38+00:00			
043t0000290	043u0001	2020-02-15 21:08:28+00:00	3.58	4.195	4.1850000000000005
043t0000291	043u0001	2020-02-15 19:02:29+00:00			
043t0000292	043u0001	2020-02-15 18:56:40+00:00	4.06	4.05	4.88
043t0000293	043u0001	2020-02-15 18:49:44+00:00	3.3	4.48	5.23
043t0000294	043u0001	2020-02-15 18:40:40+00:00	3.885	3.92	3.68
043t0000295	043u0001	2020-02-15 18:36:02+00:00	4.163333333333333	4.420000000000001	4.510000000000001
043t0000296	043u0001	2020-02-15 18:33:55+00:00	3.38	4.13	3.67
043t0000297	043u0001	2020-02-15 17:28:05+00:00			
043t0000298	043u0001	2020-02-15 16:43:25+00:00	4.118571428571429	4.2457142857142856	4.021428571428571
043t0000299	043u0001	2020-02-15 15:09:15+00:00	4.6	4.36	3.835
043t0000300	043u0001	2020-02-15 14:19:27+00:00	4.13	4.47	4.8
043t0000301	043u0001	2020-02-15 13:29:00+00:00	3.6833333333333336	4.006666666666667	3.843333333333333
043t0000302	043u0001	2020-02-15 13:22:51+00:00	4.28	4.34	2.69
043t0000303	043u0001	2020-02-15 10:47:25+00:00	3.62	3.936666666666666	3.75
043t0000304	043u0001	2020-02-14 23:37:17+00:00			
043t0000305	043u0001	2020-02-14 23:28:18+00:00	3.44	3.65	4.31
043t0000306	043u0001	2020-02-14 19:37:49+00:00			
043t0000307	043u0001	2020-02-14 16:23:25+00:00	3.485	3.915	3.695
043t0000308	043u0001	2020-02-14 13:26:40+00:00	3.57	3.98	2.865
043t0000309	043u0001	2020-02-13 15:57:22+00:00	4.703333333333333	4.663333333333333	3.7633333333333336
043t0000310	043u0001	2020-02-13 14:10:29+00:00	4.254	4.318	4.298
043t0000311	043u0001	2020-02-13 10:59:28+00:00	3.931666666666666	4.305000000000001	4.585
043t0000312	043u0001	2020-02-12 16:02:27+00:00	3.2099999999999995	3.96	3.76
043t0000313	043u0001	2020-02-12 12:06:29+00:00			
043t0000314	043u0001	2020-02-12 12:04:55+00:00			
043t0000315	043u0001	2020-02-12 12:03:19+00:00	3.75	4.5425	4.5275
043t0000316	043u0001	2020-02-11 17:33:47+00:00			
043t0000317	043u0001	2020-02-11 16:47:58+00:00	3.943333333333333	4.026666666666666	3.9266666666666654
043t0000318	043u0001	2020-02-11 11:10:27+00:00	4.69	4.8	5.08
043t0000319	043u0001	2020-02-11 08:59:18+00:00	3.98	5.11	5.25
043t0000320	043u0001	2020-02-10 22:42:55+00:00			
043t0000321	043u0001	2020-02-10 22:39:01+00:00	3.945	4.335000000000001	4.385
043t0000322	043u0001	2020-02-10 16:30:01+00:00	4.33	4.83	4.765000000000001
043t0000323	043u0001	2020-02-10 16:27:50+00:00	3.88	4.443333333333333	4.466666666666667
043t0000324	043u0001	2020-02-10 16:26:31+00:00			
043t0000325	043u0001	2020-02-10 16:24:33+00:00	3.6325	3.9958333333333336	4.081666666666666
043t0000326	043u0001	2020-02-10 10:28:59+00:00	4.22	4.272857142857143	4.145714285714285
043t0000327	043u0001	2020-02-09 18:33:35+00:00	3.89	4.625	5.295
043t0000328	043u0001	2020-02-09 17:27:11+00:00	3.08	3.88	2.92
043t0000329	043u0001	2020-02-09 15:44:34+00:00	5.44	4.23	5.41
043t0000330	043u0001	2020-02-09 12:48:29+00:00	4.181428571428572	4.5200000000000005	4.901428571428572
043t0000331	043u0001	2020-02-09 12:41:43+00:00	4.345000000000001	4.275	3.54
043t0000332	043u0001	2020-02-08 22:24:00+00:00	4.093333333333334	4.22	3.721666666666666
043t0000333	043u0001	2020-02-08 22:18:08+00:00			
043t0000334	043u0001	2020-02-08 20:47:58+00:00	4.05	4.3566666666666665	4.303333333333334
043t0000335	043u0001	2020-02-08 20:02:06+00:00	3.645	4.125	4.68
043t0000336	043u0001	2020-02-08 19:55:50+00:00	4.268000000000001	4.622	4.917999999999999
043t0000337	043u0001	2020-02-08 19:13:23+00:00	2.72	3.83	3.56
